Sample,red,green,blue,black,N1,N2,N3,Material
3883,51.17839344427459,37.440629177339495,34.50029003148644,100.61912253783503,7.850979131396247,7.186364961200635,7.5163901859838695,2.0
4749,58.79893264252212,42.75506929486082,38.56122063727594,112.88331561277191,8.790569331701064,7.94769989988078,8.078964478687908,9.0
aug_4.0_1a27db7f,59.67550946464709,43.416520795135604,39.19824922908679,114.73386354150651,8.946875781331428,8.085026512550682,8.22321620708742,4.0
4760,59.235477179021515,43.09489892197554,38.904136980357706,113.82957477995726,8.872748876634573,8.019308220000955,8.155584549107024,9.0
211,47.19127247278516,34.26505985844582,31.378532874494635,91.5254366417299,7.170533669172103,6.525771026303862,6.665610494947346,9.0
aug_1.0_b22f7a53,54.21711578370008,39.035369341739475,35.04771534901876,101.05582881727523,7.820010260596005,6.9918243945782175,7.012501780194775,1.0
4921,56.88500614681365,41.44274789585143,37.61024612725126,109.39482757302014,8.524397622278679,7.713557693078353,7.880890593328659,2.0
2021_Aug_30_SR-3501_SN19387Q4__00314.sed,51.19581043261596,36.89532712415314,33.21078028996739,94.43025487573044,7.326261253081474,6.5137767754105536,6.467226711071131,1.0
3036,58.442708771291755,42.55878009579034,38.52984804579917,112.71570207258,8.792806428688577,7.959656858978601,8.123677274692907,9.0
aug_1.0_40ba8a8e,59.13000476959999,42.83118660560612,38.60385958678769,112.94569822719534,8.78713666055521,7.922345275831526,8.049919689789977,1.0
2021_Sep_01_SR-3501_SN19387Q4__00375.sed,55.634522035302055,40.273902694890275,36.28977604699865,106.57407986514414,8.264623918706393,7.486492966837084,7.6282774817042815,5.0
995,45.09625869821559,32.378645604708325,28.87799938729525,84.7569850486257,6.522276690751074,5.8864964233496035,5.952058910161158,8.0
aug_3.0_6774781a,58.236949440252644,42.350575064075386,38.23168061648478,111.4610792891396,8.6850747685953,7.839465322567886,7.9503274104957455,3.0
5315,58.645940981129236,42.63237119135045,38.420088226588746,112.4251045352778,8.746060779563983,7.906296693603758,8.037432731126078,7.0
2021_Aug_31_SR-3501_SN19387Q4__00721.sed,57.354332189467485,41.745834710815245,37.6858881885877,109.97762418749566,8.561646205786639,7.739568497163664,7.87036515616354,3.0
4936,49.66817973735428,36.39025531552248,33.655054160565896,98.64346378296948,7.70134566941014,7.077429549058385,7.477302010657343,2.0
2037,58.63077821971843,42.67427238955868,38.60338676775238,112.66579996020948,8.778763284223217,7.937400038463226,8.09189878307625,7.0
aug_1.0_e994b4c9,46.90268932767994,33.9933706177328,30.487304377244016,86.53566752912596,6.649136313122211,5.965708963792431,5.9636587714720175,1.0
5327,52.39897994180044,37.987586999899236,34.091073542605336,99.94707987059412,7.739749316924544,7.005543553170108,7.111185354138008,7.0
3046,59.510112870174375,43.31869520031436,39.13488151965457,114.5469941119922,8.93325681783096,8.077533259384763,8.224587794409606,9.0
2021_Sep_01_SR-3501_SN19387Q4__00634.sed,56.62356474506589,41.12342240184176,37.028549870404845,108.22024944888916,8.39150814347851,7.603981849544233,7.718505767581149,5.0
2021_Sep_01_SR-3501_SN19387Q4__00115.sed,59.674307641308125,43.41513385105099,39.1968836576561,114.72997972006982,8.946394239987622,8.08483071117227,8.22285830534345,4.0
2021_Aug_31_SR-3501_SN19387Q4__00708.sed,57.102311079964466,41.548398145178986,37.50469692790042,109.6623552695017,8.540696870335738,7.722275729191381,7.858588199291707,3.0
2028,58.021207141487764,42.23813959920403,38.24190109220508,111.65026903203204,8.693907184807399,7.869667194753387,8.042296278752257,7.0
2021_Sep_01_SR-3501_SN19387Q4__00814.sed,59.11365214966823,42.80863234234468,38.526406707823696,112.83223243497547,8.768283128992884,7.9096256497125,8.03380346867407,6.0
978,58.09121898163519,42.15104451976621,37.88958211345404,110.90779428302541,8.602141435129568,7.777268917731231,7.899209494265869,7.0
537,29.297627289066938,20.6051773470907,17.79240972421931,52.95101284400222,3.909807273471615,3.6007558579180934,3.5863206801242056,8.0
2021_Aug_30_SR-3501_SN19387Q4__00282.sed,46.88124315468653,33.984366420663214,30.495383296279407,86.51132880463643,6.650545140512415,5.966613915705922,5.958394235855062,1.0
379,54.47510340282971,39.42945952552823,35.41622427912125,104.36409499272946,8.081497448437036,7.335624183540807,7.454317347676546,5.0
2021_Aug_31_SR-3501_SN19387Q4__00774.sed,58.408746127702564,42.40440159186849,38.28870733177268,111.57360527391502,8.698018498967723,7.835573973097098,7.942122528975725,3.0
