Sample,S1,S2,S3,S4,S5,S6,S7,S8,E12,Material
2021_Aug_31_SR-3501_SN19387Q4__00120.sed,5.758793429543255,6.168269977049513,5.919464341026945,6.065694201965172,6.597090169518983,6.40194239759993,5.676968654134477,4.681688391981905,88.30534795434721,2.0
166,5.1783002227297965,5.584441515455805,5.439805513169702,5.524422414575907,5.918831743927548,5.743124088990223,5.102130981025826,4.153699524631027,83.44202067003818,9.0
2021_Sep_01_SR-3501_SN19387Q4__00689.sed,8.427475452310857,9.003713376866823,8.709973909038085,8.955592395465393,9.732592754249666,9.371478544178785,8.316572964082232,6.789319565715353,132.33836364050075,5.0
1339,7.180264052376915,7.5720170487393945,7.253208820587183,7.383470131083893,8.015191685084375,7.694248369052842,7.0128966254612815,5.6278628172425345,109.91864899734205,8.0
161,6.6388802780535086,7.0853887513192735,6.818686147997538,6.95148373951967,7.501572207298896,7.304535697286047,6.571189652630996,5.428277145318426,102.86571829695797,9.0
2546,8.501751417691294,9.051560736778974,8.74421872044596,8.985333872447148,9.738363657236864,9.419338597954741,8.393029527279218,6.86567194202568,132.61944876318785,7.0
711,7.349239278765114,7.7161739717130935,7.3246929131061265,7.427514006843461,8.026715323225423,7.903177851754786,7.402466577321761,5.901461375300564,109.3591557778363,7.0
2021_Sep_01_SR-3501_SN19387Q4__00505.sed,8.023560796606208,8.51854449222541,8.214770155395335,8.418290151976784,9.13214859013727,8.850262597724058,7.908023065687111,6.431131985675277,124.9525925318606,5.0
752,8.258966275404008,8.721068845432818,8.360629470737887,8.562324838488706,9.264124925377088,9.010899714802491,8.206066438825209,6.701934543626233,125.68434061908744,9.0
3850,5.913287354248599,6.357207988489714,6.149930351800471,6.314391469179862,6.828192386948553,6.580850605510021,5.822806320999876,4.6737372796947305,94.80277555334153,2.0
1946,5.945672431186681,6.38723043056781,6.17386003537525,6.339851968778173,6.858318639869419,6.612139121240792,5.855505790456695,4.714543724137093,94.94199910149635,2.0
2021_Sep_01_SR-3501_SN19387Q4__00789.sed,8.382004716666387,8.939501987074063,8.653242481511477,8.895435787493064,9.649649938775369,9.309831227877526,8.280341570069885,6.73181915512856,131.84486766419002,6.0
2021_Sep_01_SR-3501_SN19387Q4__00135.sed,8.67408485427162,9.23517479552059,8.918278971782453,9.168527809501647,9.940369527847361,9.620198398450917,8.572948719233585,7.026241693351276,135.02513806621852,4.0
2021_Aug_31_SR-3501_SN19387Q4__00444.sed,8.690243455886568,9.25142268498533,8.93305461149252,9.18286427974363,9.95446848877194,9.6363243170489,8.589637209485916,7.043424535444372,135.1935863735843,0.0
4,6.405927745752182,6.852657086537834,6.579547291625379,6.744884174867524,7.286475390476852,7.069996454391495,6.35586955482308,5.126111004499777,100.65052719463705,2.0
2947,8.045756349918062,8.405299424201964,7.9324839051929175,8.056303047606105,8.68713185508168,8.490595941602301,8.025261314230912,6.4593534909977794,118.30418350359194,2.0
2021_Aug_30_SR-3501_SN19387Q4__00094.sed,8.44145980920801,9.003527179567149,8.707520435174198,8.958552385610503,9.729081818535438,9.381281870870659,8.33590123005589,6.784891652348616,132.54431022998958,1.0
2302,8.500574040375449,9.047287665518546,8.739772214856815,8.981848385605568,9.733542244268175,9.417067352660538,8.39350338620642,6.865626462689055,132.53626007002688,7.0
2021_Aug_31_SR-3501_SN19387Q4__00585.sed,8.334972539785777,8.867212122462997,8.563399483331423,8.799042687870422,9.536444356506642,9.227022867590527,8.223178974401128,6.734394950878499,129.75114636793907,3.0
4298,8.484370767853148,9.03471193427217,8.729167403650578,8.970407447110508,9.723128317567525,9.401606956032758,8.374930412368112,6.846824794057279,132.4620044050879,7.0
654,6.100425524586789,6.292469761489837,5.8845152287745845,5.815441422084421,6.251898567362894,6.298127896374039,6.269951862691761,4.793167150122864,85.29019600605947,8.0
960,8.40498756542607,8.946784676889756,8.64695943679785,8.882537106460378,9.621929646824565,9.318443665478302,8.308371856439702,6.80623136970963,130.84577569789496,9.0
2021_Sep_01_SR-3501_SN19387Q4__01022.sed,6.451696070017251,7.123301266190486,6.946032288624769,7.073637349482928,7.89108022526351,7.183901872405885,6.156013782956998,4.995880727776241,107.12158510494174,6.0
2021_Sep_01_SR-3501_SN19387Q4__00475.sed,8.460034800597263,9.030476000567626,8.733298753049038,8.981440681747412,9.757575425016505,9.404689612310401,8.353253337079018,6.810242910387218,132.68138071382452,5.0
2862,8.008515273548316,8.436825823880596,8.04313722753039,8.200814341050446,8.85338003744021,8.607430142154662,7.964968154514704,6.413668551675688,120.81589347038448,7.0
3896,8.429797858239638,8.927767546082382,8.573937320175297,8.78326585054637,9.519726714216414,9.20884654525041,8.324306445421614,6.774612460287307,129.55863921062542,2.0
2021_Aug_31_SR-3501_SN19387Q4__00751.sed,8.345842438961931,8.914509692637589,8.617269910686662,8.843755004407456,9.609649176528428,9.248662206048103,8.219968259053417,6.723039856268958,130.73033312999655,3.0
828,4.809783926610013,5.0812395157083206,4.876000983835308,4.930767523082667,5.294897698151551,5.164849547151725,4.817522334271381,3.781968132494988,74.16465038648079,8.0
607,5.782421172649894,6.194196124586385,5.939985773260393,6.089648640848412,6.5797245670297375,6.379568243592656,5.728779069812933,4.629699956256663,90.89131145393316,2.0
4120,8.507444191003668,9.05657045672513,8.738499553609227,8.965651285808828,9.727929278926823,9.392731106720833,8.404088320111095,6.848525094913427,132.31015315350925,7.0
2021_Aug_31_SR-3501_SN19387Q4__00596.sed,8.3800416609584,8.922674964876489,8.615403626540804,8.846566859514002,9.594601253992284,9.270426854702162,8.257078830640573,6.76269555538255,130.5860084742686,3.0
2021_Aug_31_SR-3501_SN19387Q4__00018.sed,6.362348843543208,6.775665278047427,6.508100968307602,6.635809621247327,7.235623922914112,6.923652582532494,6.10859295816737,4.971659850153501,98.63416658969601,2.0
2416,8.632052110885846,9.185379822010376,8.868938339813374,9.115491023765873,9.879513068675596,9.56677447079995,8.530038660450288,6.9963541557829725,134.19819969293818,9.0
2099,7.827699571048525,8.325186498510146,7.981524476730338,8.091088873379645,8.82420104909813,8.421505409475584,7.689589001624061,6.1630173027691555,120.51141872608514,8.0
2021_Aug_31_SR-3501_SN19387Q4__00722.sed,8.31354764238826,8.852774950657967,8.547600252810906,8.77454132337572,9.518276930746495,9.191777949957888,8.185420598666562,6.702469216721039,129.5975762385449,3.0
429,5.72792273807451,6.102139502691127,5.833965689359696,5.894791713919119,6.298346413056494,6.151649831675093,5.7393700306321875,4.799988094793825,87.05918378241847,4.0
2021_Aug_30_SR-3501_SN19387Q4__00002.sed,8.51274237894729,9.055175694268526,8.743049722382366,8.989533524560777,9.745792083721025,9.442633795062527,8.422919349391346,6.91151059629635,132.25078596855553,0.0
2021_Sep_01_SR-3501_SN19387Q4__00667.sed,8.299798483570273,8.882138775506304,8.597543122175171,8.81983051769588,9.590224894187333,9.218919869167326,8.179995479355185,6.681379778655857,130.62365132336967,5.0
2021_Sep_01_SR-3501_SN19387Q4__01018.sed,6.308203041161248,6.97128974485914,6.77781875648901,6.8768725947456275,7.667252605537591,6.9821569885838635,5.993814892363989,4.883495313446268,104.39575008397631,6.0
1365,7.369688775476385,7.690190950191188,7.313755906093903,7.401447534078366,8.008678566347008,7.756319629119667,7.2905916658762795,5.776404234154088,109.5700503143958,8.0
2021_Aug_31_SR-3501_SN19387Q4__00335.sed,7.8566968776869635,8.466235151903108,8.213599043438933,8.469080480190456,9.297035098091982,8.81248552244599,7.704829592908507,6.215525698851955,125.6512275180168,2.0
2450,8.651626359056836,9.206892269633629,8.890192878802207,9.137346625927854,9.902793531439098,9.587882664188175,8.549213966324457,7.00971020419148,134.54335849142342,9.0
4862,7.217297361036598,7.678327841162262,7.378953109090635,7.511336259212361,8.171874011143847,7.805852737531236,7.0263158726284525,5.6670039236477825,112.2340399024343,8.0
1945,8.20667476146364,8.761014718166791,8.469150057612953,8.6912530037215,9.435391818130736,9.088387362039375,8.079389775835315,6.589622305207989,128.83908627654938,2.0
2021_Aug_31_SR-3501_SN19387Q4__00374.sed,8.690794842957443,9.247635109161617,8.927495913715052,9.176180339065914,9.946184664243418,9.632104624214254,8.58939556824365,7.046560906834084,135.06834812157456,0.0
2021_Sep_01_SR-3501_SN19387Q4__00846.sed,6.384520354762092,6.881984551319823,6.693488136092235,6.864483873290904,7.446339019697639,7.0862022741064115,6.205290563926631,4.882018508458101,105.26052787246053,6.0
2523,8.406575019474623,8.964402843104558,8.66011756185507,8.89415369821088,9.649786012935955,9.314516723063786,8.289815577475203,6.778627163175408,131.4592930779121,2.0
2279,8.67467054300521,9.232571749133271,8.91312519102869,9.159392143264398,9.92845899935601,9.609404308496135,8.572673284322063,7.025189988871682,134.87616972630323,9.0
2021_Aug_30_SR-3501_SN19387Q4__00350.sed,8.27214494600535,8.847627369886677,8.552776766389938,8.81620914970261,9.615691167468885,9.232196552848464,8.153290694030103,6.597589318596611,130.58724241649924,1.0
2021_Aug_31_SR-3501_SN19387Q4__00076.sed,7.047613961173712,7.698374946995661,7.500140711745811,7.67647722929536,8.504161164319353,7.891745779057525,6.832392723809718,5.4725369041520775,114.91881751389114,2.0
4888,7.631855878070822,8.047440290650867,7.685069810971205,7.783350940722322,8.462744645010723,8.128480910389488,7.487997927680475,5.991417541718047,115.77712364675344,8.0
2021_Aug_30_SR-3501_SN19387Q4__00187.sed,7.460962849759589,8.057177970792962,7.834474367258775,8.037526786080281,8.807615081179367,8.30997879117117,7.28752703762448,5.857574764035204,120.62429709726946,1.0
3852,5.889170360470592,6.331855076845141,6.126938690257123,6.290338191580526,6.800883293377586,6.554225963604917,5.800056008942878,4.652261926941607,94.45800778553433,2.0
2021_Aug_31_SR-3501_SN19387Q4__00243.sed,5.924881613676263,6.285097132065657,6.023649462895193,6.141741248402317,6.707408468625126,6.4528359014049945,5.706013924675383,4.710030245879331,90.61054998840186,2.0
4695,6.1288254798596995,6.54597909939096,6.350913930762015,6.5020573690649,7.029591138560789,6.713728193931542,5.925863666930585,4.767312415748415,98.40240516973395,8.0
2021_Sep_01_SR-3501_SN19387Q4__00165.sed,8.659500159544796,9.213936599679805,8.89527527684821,9.142522370692195,9.908661195450346,9.596341355704869,8.558290338755768,7.024785851692612,134.5524940876905,4.0
660,5.566804652820265,5.800174460126373,5.481999272869273,5.489827359993744,5.906403163912971,5.8721200788873205,5.657152762038099,4.404045327155953,81.24218705022186,8.0
2021_Sep_01_SR-3501_SN19387Q4__00316.sed,8.666905720950407,9.230079106799295,8.913319138247005,9.15977911529087,9.930425223039144,9.607010015349738,8.562452980622442,7.0263258337620496,134.87644319575827,4.0
2973,7.470865594402202,8.000290131160625,7.709057227142253,7.845575323274323,8.563039511711466,8.141299617842229,7.299705028597179,5.875193381324846,117.34729877813997,8.0
2021_Sep_01_SR-3501_SN19387Q4__00478.sed,8.481495487607283,9.050783108842703,8.750825681895297,9.00085040567552,9.77728994105329,9.428430840804417,8.375851551068207,6.829453284417266,132.9306388873053,5.0
279,1.9932581695409706,2.3143807798093525,2.1553079673987123,2.1556961125417375,2.309617145202886,2.309238282487399,1.9225467708534858,1.8346767560400663,32.81790637074592,2.0
2021_Sep_01_SR-3501_SN19387Q4__00387.sed,8.130388673583642,8.662324321918849,8.376040486369039,8.601258855585609,9.311364434371823,9.01437111709649,8.03506385961363,6.544758502292969,127.19663428081844,5.0
2021_Aug_31_SR-3501_SN19387Q4__00533.sed,8.414004343006262,8.984559294494861,8.687378450756686,8.921968200430866,9.694340652314336,9.332822758497375,8.293963452526658,6.783324181952777,131.7840269140229,3.0
3463,8.664460878869086,9.221427924722063,8.902940322856253,9.15028811032515,9.917129468085967,9.6024381959217,8.562398357921897,7.021717197543012,134.70653133656683,9.0
4059,8.661609968333124,9.219985045724162,8.900989347400177,9.146974083629877,9.915200091547387,9.595737046171857,8.559884692738702,7.014112786812182,134.70027225042972,9.0
2022,8.468935146697245,8.98913492054084,8.65552903242244,8.881605514775245,9.618791665112276,9.308194611347584,8.371558627302857,6.815999885786616,130.96063355060284,7.0
2900,8.345370280218882,8.848946799290509,8.512106032178037,8.726387981386585,9.461062970263182,9.144410160206341,8.236465398760364,6.7000319266802855,128.72448344344747,2.0
1005,7.586919997461404,8.089933461046748,7.810835641795352,8.014172755824926,8.696478126313245,8.373101028148039,7.4196792742084305,6.069764366955986,119.32978816654364,8.0
541,3.96664715197218,4.292652125571958,4.193538556308335,4.272438147018581,4.579158860391567,4.393664793293313,3.9020277158387766,3.108034258474743,65.53311467605371,8.0
3023,8.670174707413082,9.225617434567809,8.905590533277335,9.151976659694082,9.918270639737427,9.602379481175193,8.56909544928845,7.0223781854766125,134.73896007494517,9.0
2021_Sep_01_SR-3501_SN19387Q4__00287.sed,8.667455453340818,9.226203192135845,8.907002809429212,9.152329806234082,9.920592699883477,9.603225467991411,8.56251887016146,7.028613963637929,134.75310593617363,4.0
2021_Aug_30_SR-3501_SN19387Q4__00153.sed,6.749971921891262,7.268223612211853,7.047884526719793,7.205200718849881,7.85451029257106,7.435777937791424,6.538102898281969,5.222801311994662,109.33956876562382,1.0
1376,7.640603175370968,8.056166921354095,7.692355935504262,7.790135740994878,8.469827873096799,8.128779768874391,7.4985139309295015,5.993799474748461,115.94327238922637,8.0
306,6.231221808041956,6.619163039072026,6.381243218807194,6.537182805106318,7.053141637799907,6.857023733978572,6.207834572404768,4.9709988687420585,97.73349665987774,7.0
3470,8.657447733948784,9.217021671657003,8.899406713440714,9.145167448679402,9.913754676135444,9.594362405099272,8.55410481412968,7.013288033760618,134.67462843104943,9.0
4364,8.641880863398757,9.20203817042525,8.88476815338556,9.129540899773097,9.89812632638597,9.579079063945592,8.537389274604488,7.0008909158151384,134.4664693293647,9.0
4245,7.557312122912413,8.055586877044158,7.791681001150735,8.00107504852127,8.663684735139839,8.37962537793596,7.460945189542972,6.08102322165575,118.4681712372233,7.0
2021_Aug_31_SR-3501_SN19387Q4__00571.sed,8.20664687646486,8.735003853544125,8.435853367142222,8.67053607974021,9.396942559965943,9.099931492450471,8.114342577967575,6.6501467269438805,127.69639388059822,3.0
2021_Sep_01_SR-3501_SN19387Q4__00128.sed,8.673183249072453,9.23454481033357,8.917757745449267,9.167715779442714,9.939440937784934,9.619003457447555,8.572033831866646,7.02574774315091,135.0128302780928,4.0
2021_Sep_01_SR-3501_SN19387Q4__00107.sed,8.674370828500233,9.235859158177794,8.919077176660242,9.16790989948799,9.939356963436163,9.618722155711097,8.572599165089095,7.028346559192798,135.00704148659372,4.0
4036,6.576523808671844,6.688164358673166,6.219372339902833,6.159332189689906,6.631547070384947,6.58487235285974,6.65845534222625,5.175517723367677,90.39675195511285,8.0
2021_Sep_01_SR-3501_SN19387Q4__01000.sed,6.113548298121786,6.751688521205759,6.530933980517491,6.605485625996512,7.349880288160563,6.706680005361294,5.774399470350028,4.730249054248509,100.51549640827162,6.0
4404,6.963929661642474,7.443237856247926,7.195972118465111,7.384485409308672,7.994453666765711,7.730389369586709,6.869187496228511,5.601937376785964,109.48027934516539,2.0
671,6.7213477231153,7.085381083353693,6.7080666300352565,6.824215250426326,7.379122961855694,7.261958446859271,6.745982111545302,5.422053978237667,100.56895374634479,2.0
3464,8.65609898941879,9.211449059258072,8.893607900625144,9.140669120745148,9.90730904472301,9.59217667210652,8.553398625587645,7.013672862839861,134.57276857764657,9.0
2021_Sep_01_SR-3501_SN19387Q4__00276.sed,8.667115137248006,9.223949692325492,8.904698489972668,9.15049498966209,9.917996488073214,9.602140427604272,8.562353742910506,7.028573336959858,134.71719180798044,4.0
2021_Aug_30_SR-3501_SN19387Q4__00163.sed,7.02214261292197,7.576530760960837,7.349347224955879,7.511933943020654,8.202927783030034,7.757200234675572,6.820642920593246,5.472668430298124,113.50431017247072,1.0
1179,7.099326506011905,7.570997877996823,7.3378873056812335,7.530195219681136,8.148237078743673,7.88357991043017,7.016998036168254,5.694700143038265,111.8316325627346,7.0
5118,8.158312983011548,8.691028136509296,8.398279550005574,8.620652766784437,9.346032533956048,9.05095839424185,8.061895795706254,6.608251247968408,127.07371012498615,9.0
5241,7.289998505588086,7.786443627348204,7.512077916520671,7.7097876678492305,8.358931138083152,8.085762395991997,7.192969758708834,5.894089516493896,113.8461551964937,2.0
1547,8.673802167718513,9.229233322188925,8.908304084563277,9.155108713558667,9.921033753194187,9.606364423290568,8.573760710185661,7.027645378138549,134.76579247837927,9.0
1451,7.974349906493153,8.349160810647298,7.884121667370392,8.007756390087042,8.623370286929259,8.435750803372466,7.967302326673127,6.438009395347654,117.3332902679916,2.0
2021_Aug_30_SR-3501_SN19387Q4__00139.sed,6.269343080923939,6.733375281581422,6.532402348782368,6.686893049890646,7.268754900359843,6.889885383427912,6.053839350581925,4.789302205680936,102.20597583266772,1.0
2021_Aug_30_SR-3501_SN19387Q4__00294.sed,6.576698420402911,7.179490985149391,6.9760811239136675,7.091999512452469,7.824135632486028,7.256132111145996,6.32147091798348,5.083149904651328,107.77928361819777,1.0
1498,8.45282049948457,8.9675862974035,8.622855167687673,8.833670899497857,9.576609720301988,9.255805540532869,8.34310077545915,6.79770224647178,130.40061709535422,2.0
4776,8.438430920640284,8.986487723684963,8.679986653297364,8.919614888792836,9.668690582461927,9.355811159421599,8.336463293794592,6.828301031263864,131.47387406656168,9.0
2236,8.669313263251581,9.225067733431157,8.905652770466638,9.15286509453906,9.917871428398318,9.603174730687297,8.570073612756483,7.023209110529398,134.73335924193762,9.0
924,8.298883088033433,8.85402850690297,8.559127381013381,8.787321648433917,9.535442583201089,9.194634831114115,8.177323889155499,6.675394344923144,130.10692766017053,2.0
1051,7.001783894508543,7.47791571107437,7.225372136240345,7.418168793674065,8.03575619304623,7.769201450030325,6.907333252625849,5.629033298026465,109.981440200566,2.0
2021_Aug_31_SR-3501_SN19387Q4__00468.sed,8.287259168922022,8.817938390659785,8.516461527458727,8.75152843184495,9.484436558201327,9.177494058935721,8.178683115798805,6.697088370743176,129.03930985369124,3.0
2021_Aug_30_SR-3501_SN19387Q4__00316.sed,7.129612255037718,7.754096255843945,7.560784568373325,7.752903322338066,8.556501564547286,7.961385894415599,6.921501845071706,5.552765269145051,116.69952054440353,1.0
2979,6.563985851453733,6.684576750184349,6.20398903676873,6.1433594069770034,6.5877950273972825,6.574164341963318,6.702212753129132,5.206617012255938,89.69595187119562,8.0
1252,7.838913144440739,8.356606995240696,8.062728957102223,8.27308283598614,8.97961464073143,8.651219240945341,7.678788155897583,6.295783385508114,122.6728494150114,8.0
1250,7.784063522457389,8.298790356716859,8.006747846039316,8.215610513968862,8.918014752002755,8.587733310902731,7.620272730124818,6.245916927240542,121.8987679258133,8.0
2075,5.627911257845241,5.797920804425601,5.449627387946386,5.452479901887869,5.86987267088227,5.749263932109802,5.635541334145588,4.373588006207621,80.83367525279706,8.0
4820,8.381097525819182,8.899126580958228,8.571965903549298,8.795412524305172,9.528603268173333,9.213944000974829,8.279433515834716,6.735854693056763,129.82167308901182,7.0
2021_Sep_01_SR-3501_SN19387Q4__00816.sed,8.506883910585824,9.067112406251432,8.766503219165875,9.019027752031358,9.788320536888312,9.451726182533323,8.405892787674187,6.850356337655206,133.31315765926314,6.0
577,6.1325615100712785,6.566214780729123,6.302831188382188,6.463161659685541,6.977476362934022,6.761469520133545,6.079422492726075,4.907488118211897,96.28251583945124,2.0
1968,8.294367777403663,8.838286173878668,8.54399454797774,8.776990554117653,9.513507438297275,9.187876755404805,8.17736312864411,6.666819656853757,129.95903025130553,7.0
2232,8.669156336741157,9.22475871817743,8.904797444724196,9.151518132163655,9.917356311798697,9.601734063902853,8.569397776124832,7.023181535592165,134.71790158627152,9.0
4305,7.495022220365937,7.993019586531329,7.737158279242365,7.944740441728596,8.600039100355453,8.315196047127966,7.400697893418167,6.015407687599614,117.86954553453813,7.0
2997,7.729944386080484,8.154026597735715,7.788386854316254,7.888319122470442,8.57500894783185,8.235894004765559,7.593293823874483,6.073021003518041,117.28093324195304,8.0
1241,6.680010997803898,7.159421170522639,6.9092660615504204,7.095376521326732,7.69124177152069,7.418427344881844,6.568561193712537,5.40642905700054,105.05505418218378,8.0
2529,6.891053130280203,7.350801631664924,7.096680459816893,7.288237733102733,7.903017551566371,7.648512260612356,6.804589631384176,5.566242836298573,107.74450818311591,2.0
2021_Sep_01_SR-3501_SN19387Q4__00421.sed,8.249765849856253,8.80847442821865,8.516745427737444,8.734308343591465,9.477463905177721,9.137381457723858,8.13003963455198,6.628625399367746,129.37739033808398,5.0
1185,8.445295554515027,8.988303060819561,8.683542743712152,8.925023467862431,9.670874271334025,9.357667756308079,8.33858900171039,6.818377815393999,131.74425146026968,7.0
4908,8.22321812166058,8.709525422641514,8.368637056290984,8.575228994152164,9.291849546867455,8.98643999854776,8.122700441141205,6.596282421181996,126.46675317260322,2.0
4757,8.603727217272708,9.160737963368721,8.847446165190275,9.093033052372753,9.857911498847866,9.537482819912375,8.499912340539858,6.963531360039998,133.9749558392728,9.0
4200,7.646655441269337,8.15144690418081,7.8756290890432155,8.086876614360172,8.76996935109586,8.449675074719284,7.490083234511194,6.117593903826482,120.38197556782659,8.0
2021_Sep_01_SR-3501_SN19387Q4__00972.sed,5.150759129597467,5.645612804096563,5.36319011325212,5.417341383179726,6.016572969427977,5.499255432741689,4.7253313582227765,3.9197666330993846,83.24687322853735,6.0
2170,7.917408497470882,8.304614080559807,7.853703339400075,7.9829078567710985,8.595407003966866,8.406688172967803,7.907463257653922,6.382102567899401,117.11269730829576,2.0
961,8.404923441543025,8.946439901067722,8.646473521585099,8.881804159127398,9.621004437787608,9.318158698592129,8.307768557796393,6.806435709688862,130.83003628763817,9.0
3678,8.41257857850168,8.95992697126994,8.65501700717008,8.89269524253746,9.640644257546388,9.317217117840965,8.298075861994214,6.784329565064953,131.38091076043557,2.0
1470,8.448037586911273,8.986897999762999,8.656764089915537,8.86962259903214,9.632536083168805,9.285083264836032,8.3370899181583,6.789508586344911,130.89952380080024,2.0
3689,6.957496907290499,7.422634530516406,7.162751825034288,7.349349015143028,7.9703947741105186,7.712625757450297,6.8638060708924655,5.6095687712005216,108.7642586875802,2.0
3592,7.850399008044359,8.415062814870872,8.129847617676791,8.329380600618084,9.066397599615296,8.687734178530073,7.689158960395563,6.282960130144115,123.96298096430044,8.0
3087,6.854087236029411,7.3452912838615205,7.110617492429636,7.2637381674852595,7.892997214673937,7.51484872734502,6.6365872554179655,5.3659845588450406,109.56330832379183,8.0
4423,8.368494272930992,8.925180710869004,8.625857643434527,8.85945003554983,9.611583496524823,9.274959799595134,8.252474729289423,6.739629787919862,131.07026616768053,2.0
2863,7.988847319085137,8.417864838554845,8.025638122715147,8.183667673311628,8.8349524802001,8.588659755124905,7.943901806911697,6.396749213404861,120.58507685587068,7.0
4344,8.251261344120211,8.788658863379935,8.489050161234022,8.717923845542286,9.449420335489439,9.150651417564841,8.15393589405156,6.682929792905481,128.45252842518065,9.0
5256,8.35938693008867,8.905957028557914,8.601765913502712,8.835796241914526,9.582199856251256,9.255112254605546,8.239004453975742,6.739843356335413,130.5520163912961,2.0
726,7.990629009328154,8.384590017209169,7.997048827644489,8.138320070794478,8.800262168404636,8.660510057773688,8.019295317067694,6.518124664825046,119.20032376353622,9.0
2021_Aug_31_SR-3501_SN19387Q4__00238.sed,5.609832980236762,6.007686265343227,5.765582020596524,5.905618439725793,6.428307945275677,6.238991339701286,5.531473667896633,4.570552575330806,85.92903073831994,2.0
4919,8.32721071542125,8.844982104396623,8.513034370520074,8.72350756572645,9.46565553700184,9.134659759508411,8.210718390392122,6.681754340940467,128.83888321023144,2.0
4811,8.049978418665967,8.48995633192922,8.107114562219506,8.265603221955812,8.932151183002821,8.673451293949917,7.992179564784245,6.436617283247516,121.88605365321044,7.0
3503,8.501898733838347,9.058177861323557,8.753062922252866,8.993355304069054,9.750506341644662,9.425246756390498,8.394476944978932,6.860401289666967,132.83520742435934,7.0
4669,8.18516168590594,8.722802583369628,8.43451632325597,8.665849664469702,9.391736967802919,9.066403396367729,8.065745233511766,6.569446340034101,128.4028025910471,7.0
3908,8.49050221588127,9.026384220231106,8.687340007860064,8.898414100637144,9.660351029772468,9.318355128338755,8.380912124404606,6.829677995036039,131.38112759157764,2.0
488,6.199109908723533,6.64455759811458,6.362354191920198,6.521646068589235,7.053811178700188,6.838608200677541,6.134939078882093,4.98136923017933,96.97234684836113,2.0
1947,5.950640189121029,6.392353922679433,6.179608304236518,6.3465286964182,6.864714997888796,6.617786292336227,5.8603114301460995,4.717430182948775,95.04611588431318,2.0
755,7.960904726396849,8.442605753597512,8.10856778696499,8.305028910843365,8.974055473822965,8.69238510745748,7.885433190772808,6.386530170933274,122.63988329089652,7.0
2021_Sep_01_SR-3501_SN19387Q4__00507.sed,8.050597584728735,8.554457866584803,8.249566797950528,8.451407310020084,9.17120226343648,8.879759288956713,7.930827350893968,6.450770843321749,125.48879278198491,5.0
3674,8.362932593780316,8.901978847252897,8.598353535717507,8.835616624957193,9.576355953823246,9.259012898436785,8.24684437672919,6.744942565400369,130.5241196056168,2.0
494,6.313318265558213,6.757158397875798,6.484253370376072,6.647245592419965,7.183344101094602,6.967042492392022,6.254674015151147,5.0594297459619595,99.08824535884807,2.0
2448,8.653667387294918,9.210389155716191,8.892946559272604,9.14027913446739,9.905882580203215,9.59184945358922,8.552426173972513,7.013860933841457,134.56861386837673,9.0
2092,7.68190620200203,8.086326219510452,7.7164919273429255,7.8154906137830125,8.489465253829694,8.161585440531255,7.546081436503063,6.028656531759015,116.16786768902904,8.0
1010,7.60089964409542,8.126985440471564,7.851688976432005,8.048043203169911,8.74476286912546,8.39664890870209,7.42936542213194,6.06360688494859,120.1977378539386,8.0
2021_Aug_31_SR-3501_SN19387Q4__00772.sed,8.390858536119724,8.963877932585177,8.671686837814633,8.913248348491653,9.692128311743284,9.320426458252197,8.271986188062144,6.754211501704631,131.7082031328817,3.0
2021_Aug_31_SR-3501_SN19387Q4__00710.sed,8.295931473868068,8.824831733392312,8.52189492867485,8.756148541985715,9.490190002499993,9.18212486102954,8.183351495614083,6.702627156524858,129.11325582000666,3.0
4710,7.207559122400247,7.76494920381561,7.518192213625271,7.675358496991988,8.372480499490313,7.94665718432855,7.003670358131756,5.686852881577637,115.30866315255865,8.0
2021_Aug_31_SR-3501_SN19387Q4__00148.sed,6.619786891736418,7.090051061085547,6.8118775840511265,6.915440494283645,7.581716973300884,7.197405633149318,6.340575149969797,5.2047797583316235,103.2378417289224,2.0
169,5.179258449562606,5.584893515574938,5.440446409574721,5.525163155510964,5.919391164100941,5.7442061795852934,5.10279105219321,4.154665713763233,83.4502433783897,9.0
2021_Aug_31_SR-3501_SN19387Q4__00461.sed,8.222532415232696,8.756168317395906,8.45837119862663,8.693739166240235,9.41966371731604,9.118039547171408,8.127070654610325,6.652321551249072,128.12239178627397,3.0
5329,6.219887899967721,6.689336110729439,6.466720643920944,6.633158982096944,7.190026108379992,6.9333145792525865,6.107041231798105,5.019809262907477,99.12328397259697,8.0
3594,7.8995100003274175,8.463740897487911,8.175586562309128,8.376699328847192,9.116842454498382,8.74167848424947,7.740339238921405,6.327061018607386,124.56619588174333,8.0
3041,8.54863801070604,9.082406294302187,8.755347906865765,8.988683585984187,9.737412639200972,9.432699290695506,8.460854495017792,6.919590432370003,132.2504681420696,9.0
2021_Sep_01_SR-3501_SN19387Q4__00190.sed,8.662464821461914,9.220767090915544,8.901583687562816,9.146762252010749,9.91483451471558,9.597593210917422,8.557372553644976,7.023755530254119,134.67142386413795,4.0
2431,8.673884651744473,9.2333242839422,8.914864827443012,9.1624336124062,9.931758967724765,9.61435307683373,8.57041757119819,7.029033613435629,134.90426467353973,9.0
5291,8.04763031955482,8.612270692127154,8.317258952868128,8.526992181488428,9.272745886721395,8.906009962407214,7.897227048357311,6.46523488015383,126.46153994775126,8.0
