Sample,red,green,blue,black,Material,Predicted_Label
4646,56.141834632946086,40.75163038338096,36.65910016868985,106.94061744788944,2.0,2
2021_Sep_03_SR-3501_SN19387Q4__00186.sed,59.75140265351518,43.47820893888927,39.26003601438606,114.93073914533396,0.0,0
2021_Sep_01_SR-3501_SN19387Q4__01049.sed,53.77253119102079,38.53435543714068,35.11329180421602,99.69629957182366,6.0,6
2021_Aug_30_SR-3501_SN19387Q4__00252.sed,35.63092594515041,25.549063485205057,22.523126538019355,63.83888066674267,1.0,1
5081,58.0741861933958,42.29868785721427,38.32493578590225,112.04152721005268,9.0,9
3663,49.76810661588581,36.130725887455725,32.565432354502846,95.21841357672184,2.0,2
2021_Sep_01_SR-3501_SN19387Q4__00400.sed,56.7356943769589,41.165927868182656,37.06140137334863,108.36601567898936,5.0,5
3910,51.62774690992676,37.81713100386952,34.85928234462003,101.85616265556962,2.0,2
4185,48.45666037080943,35.07267579422926,31.74216089965637,92.378541830509,8.0,8
545,44.21392744378355,31.82660030898828,28.482170998661264,83.84041305248545,2.0,2
2021_Aug_31_SR-3501_SN19387Q4__00801.sed,59.16526381111444,42.9086090154549,38.77845419246985,113.24286303416366,3.0,3
4808,53.49386250764052,38.99453082545327,35.63428512773261,103.80403419694736,7.0,7
4869,33.45917439223838,24.221976051062647,22.789507338026432,65.85813022172817,8.0,8
1094,58.51817832999524,42.52711798551023,38.30055798444608,112.15707286724955,7.0,7
4763,59.21407733869948,43.08057895742131,38.88926152254176,113.77461041782904,9.0,9
3527,59.40766221728212,43.24567076569213,39.06688459464285,114.30064389292548,9.0,9
2021_Sep_01_SR-3501_SN19387Q4__00030.sed,59.61275684500213,43.390338545558,39.18036554564026,114.74801914944804,4.0,4
